ensemblID,systemsBiologyOntologyTerm,hm_38_gene,hm_19_gene
ENSG00000000419,"""SBO:0000243""",bio/hg38_DPM1,bio/hg19_DPM1
ENSG00000000938,"""SBO:0000243""",bio/hg38_FGR,bio/hg19_FGR
ENSG00000001036,"""SBO:0000243""",bio/hg38_FUCA2,bio/hg19_FUCA2
ENSG00000001084,"""SBO:0000243""",bio/hg38_GCLC,bio/hg19_GCLC
ENSG00000001630,"""SBO:0000243""",bio/hg38_CYP51A1,bio/hg19_CYP51A1
ENSG00000002549,"""SBO:0000243""",bio/hg38_LAP3,bio/hg19_LAP3
ENSG00000002587,"""SBO:0000243""",bio/hg38_HS3ST1,bio/hg19_HS3ST1
ENSG00000002726,"""SBO:0000243""",bio/hg38_AOC1,bio/hg19_AOC1
ENSG00000002746,"""SBO:0000243""",bio/hg38_HECW1,bio/hg19_HECW1
ENSG00000003137,"""SBO:0000243""",bio/hg38_CYP26B1,bio/hg19_CYP26B1
ENSG00000003987,"""SBO:0000243""",bio/hg38_MTMR7,bio/hg19_MTMR7
ENSG00000003989,"""SBO:0000243""",bio/hg38_SLC7A2,bio/hg19_SLC7A2
ENSG00000004455,"""SBO:0000243""",bio/hg38_AK2,bio/hg19_AK2
ENSG00000004468,"""SBO:0000243""",bio/hg38_CD38,bio/hg19_CD38
ENSG00000004478,"""SBO:0000243""",bio/hg38_FKBP4,bio/hg19_FKBP4
ENSG00000004660,"""SBO:0000243""",bio/hg38_CAMKK1,bio/hg19_CAMKK1
ENSG00000004779,"""SBO:0000243""",bio/hg38_NDUFAB1,bio/hg19_NDUFAB1
ENSG00000004799,"""SBO:0000243""",bio/hg38_PDK4,bio/hg19_PDK4
ENSG00000004809,"""SBO:0000243""",bio/hg38_SLC22A16,bio/hg19_SLC22A16
ENSG00000004864,"""SBO:0000243""",bio/hg38_SLC25A13,bio/hg19_SLC25A13
ENSG00000004939,"""SBO:0000243""",bio/hg38_SLC4A1,bio/hg19_SLC4A1
ENSG00000004961,"""SBO:0000243""",bio/hg38_HCCS,bio/hg19_HCCS
ENSG00000005022,"""SBO:0000243""",bio/hg38_SLC25A5,bio/hg19_SLC25A5
ENSG00000005075,"""SBO:0000243""",bio/hg38_POLR2J,bio/hg19_POLR2J
ENSG00000005187,"""SBO:0000243""",bio/hg38_ACSM3,bio/hg19_ACSM3
ENSG00000005249,"""SBO:0000243""",bio/hg38_PRKAR2B,bio/hg19_PRKAR2B
ENSG00000005339,"""SBO:0000243""",bio/hg38_CREBBP,bio/hg19_CREBBP
ENSG00000005381,"""SBO:0000243""",bio/hg38_MPO,bio/hg19_MPO
ENSG00000005421,"""SBO:0000243""",bio/hg38_PON1,bio/hg19_PON1
ENSG00000005469,"""SBO:0000243""",bio/hg38_CROT,bio/hg19_CROT
ENSG00000005471,"""SBO:0000243""",bio/hg38_ABCB4,bio/hg19_ABCB4
ENSG00000005483,"""SBO:0000243""",bio/hg38_KMT2E,bio/hg19_KMT2E
ENSG00000005810,"""SBO:0000243""",bio/hg38_MYCBP2,bio/hg19_MYCBP2
ENSG00000005882,"""SBO:0000243""",bio/hg38_PDK2,bio/hg19_PDK2
ENSG00000006007,"""SBO:0000243""",bio/hg38_GDE1,bio/hg19_GDE1
ENSG00000006062,"""SBO:0000243""",bio/hg38_MAP3K14,bio/hg19_MAP3K14
ENSG00000006071,"""SBO:0000243""",bio/hg38_ABCC8,bio/hg19_ABCC8
ENSG00000006432,"""SBO:0000243""",bio/hg38_MAP3K9,bio/hg19_MAP3K9
ENSG00000006530,"""SBO:0000243""",bio/hg38_AGK,bio/hg19_AGK
ENSG00000006534,"""SBO:0000243""",bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
ENSG00000006625,"""SBO:0000243""",bio/hg38_GGCT,bio/hg19_GGCT
ENSG00000006695,"""SBO:0000243""",bio/hg38_COX10,bio/hg19_COX10
ENSG00000006756,"""SBO:0000243""",bio/hg38_ARSD,bio/hg19_ARSD
ENSG00000006757,"""SBO:0000243""",bio/hg38_PNPLA4,bio/hg19_PNPLA4
ENSG00000006837,"""SBO:0000243""",bio/hg38_CDKL3,bio/hg19_CDKL3
ENSG00000007001,"""SBO:0000243""",bio/hg38_UPP2,bio/hg19_UPP2
ENSG00000007047,"""SBO:0000243""",bio/hg38_MARK4,bio/hg19_MARK4
ENSG00000007168,"""SBO:0000243""",bio/hg38_PAFAH1B1,bio/hg19_PAFAH1B1
ENSG00000007171,"""SBO:0000243""",bio/hg38_NOS2,bio/hg19_NOS2
ENSG00000007216,"""SBO:0000243""",bio/hg38_SLC13A2,bio/hg19_SLC13A2
ENSG00000007264,"""SBO:0000243""",bio/hg38_MATK,bio/hg19_MATK
ENSG00000007350,"""SBO:0000243""",bio/hg38_TKTL1,bio/hg19_TKTL1
ENSG00000007541,"""SBO:0000243""",bio/hg38_PIGQ,bio/hg19_PIGQ
ENSG00000007933,"""SBO:0000243""",bio/hg38_FMO3,bio/hg19_FMO3
ENSG00000007944,"""SBO:0000243""",bio/hg38_MYLIP,bio/hg19_MYLIP
ENSG00000008086,"""SBO:0000243""",bio/hg38_CDKL5,bio/hg19_CDKL5
ENSG00000008118,"""SBO:0000243""",bio/hg38_CAMK1G,bio/hg19_CAMK1G
ENSG00000008128,"""SBO:0000243""",bio/hg38_CDK11A,bio/hg19_CDK11A
ENSG00000008130,"""SBO:0000243""",bio/hg38_NADK,bio/hg19_NADK
ENSG00000008300,"""SBO:0000243""",bio/hg38_CELSR3,bio/hg19_CELSR3
ENSG00000008311,"""SBO:0000243""",bio/hg38_AASS,bio/hg19_AASS
ENSG00000008394,"""SBO:0000243""",bio/hg38_MGST1,bio/hg19_MGST1
ENSG00000008438,"""SBO:0000243""",bio/hg38_PGLYRP1,bio/hg19_PGLYRP1
ENSG00000008513,"""SBO:0000243""",bio/hg38_ST3GAL1,bio/hg19_ST3GAL1
ENSG00000009335,"""SBO:0000243""",bio/hg38_UBE3C,bio/hg19_UBE3C
ENSG00000009413,"""SBO:0000243""",bio/hg38_REV3L,bio/hg19_REV3L
ENSG00000009830,"""SBO:0000243""",bio/hg38_POMT2,bio/hg19_POMT2
ENSG00000010165,"""SBO:0000243""",bio/hg38_EEF1AKNMT,bio/hg19_EEF1AKNMT
ENSG00000010219,"""SBO:0000243""",bio/hg38_DYRK4,bio/hg19_DYRK4
ENSG00000010256,"""SBO:0000243""",bio/hg38_UQCRC1,bio/hg19_UQCRC1
ENSG00000010379,"""SBO:0000243""",bio/hg38_SLC6A13,bio/hg19_SLC6A13
ENSG00000010404,"""SBO:0000243""",bio/hg38_IDS,bio/hg19_IDS
ENSG00000010671,"""SBO:0000243""",bio/hg38_BTK,bio/hg19_BTK
ENSG00000010810,"""SBO:0000243""",bio/hg38_FYN,bio/hg19_FYN
ENSG00000010932,"""SBO:0000243""",bio/hg38_FMO1,bio/hg19_FMO1
ENSG00000011009,"""SBO:0000243""",bio/hg38_LYPLA2,bio/hg19_LYPLA2
ENSG00000011052,"""SBO:0000243""",bio/hg38_NME1-NME2,bio/hg19_NME1-NME2
ENSG00000011083,"""SBO:0000243""",bio/hg38_SLC6A7,bio/hg19_SLC6A7
ENSG00000011198,"""SBO:0000243""",bio/hg38_ABHD5,bio/hg19_ABHD5
ENSG00000011275,"""SBO:0000243""",bio/hg38_RNF216,bio/hg19_RNF216
ENSG00000011405,"""SBO:0000243""",bio/hg38_PIK3C2A,bio/hg19_PIK3C2A
ENSG00000011485,"""SBO:0000243""",bio/hg38_PPP5C,bio/hg19_PPP5C
ENSG00000011566,"""SBO:0000243""",bio/hg38_MAP4K3,bio/hg19_MAP4K3
ENSG00000012232,"""SBO:0000243""",bio/hg38_EXTL3,bio/hg19_EXTL3
ENSG00000012660,"""SBO:0000243""",bio/hg38_ELOVL5,bio/hg19_ELOVL5
ENSG00000012779,"""SBO:0000243""",bio/hg38_ALOX5,bio/hg19_ALOX5
ENSG00000012963,"""SBO:0000243""",bio/hg38_UBR7,bio/hg19_UBR7
ENSG00000012983,"""SBO:0000243""",bio/hg38_MAP4K5,bio/hg19_MAP4K5
ENSG00000013288,"""SBO:0000243""",bio/hg38_MAN2B2,bio/hg19_MAN2B2
ENSG00000013375,"""SBO:0000243""",bio/hg38_PGM3,bio/hg19_PGM3
ENSG00000013392,"""SBO:0000243""",bio/hg38_RWDD2A,bio/hg19_RWDD2A
ENSG00000013441,"""SBO:0000243""",bio/hg38_CLK1,bio/hg19_CLK1
ENSG00000013503,"""SBO:0000243""",bio/hg38_POLR3B,bio/hg19_POLR3B
ENSG00000013561,"""SBO:0000243""",bio/hg38_RNF14,bio/hg19_RNF14
ENSG00000014138,"""SBO:0000243""",bio/hg38_POLA2,bio/hg19_POLA2
ENSG00000014257,"""SBO:0000243""",bio/hg38_ACP3,bio/hg19_ACP3
ENSG00000014641,"""SBO:0000243""",bio/hg38_MDH1,bio/hg19_MDH1
ENSG00000015413,"""SBO:0000243""",bio/hg38_DPEP1,bio/hg19_DPEP1
ENSG00000015520,"""SBO:0000243""",bio/hg38_NPC1L1,bio/hg19_NPC1L1
ENSG00000015532,"""SBO:0000243""",bio/hg38_XYLT2,bio/hg19_XYLT2
ENSG00000016391,"""SBO:0000243""",bio/hg38_CHDH,bio/hg19_CHDH
ENSG00000016864,"""SBO:0000243""",bio/hg38_GLT8D1,bio/hg19_GLT8D1
ENSG00000017260,"""SBO:0000243""",bio/hg38_ATP2C1,bio/hg19_ATP2C1
ENSG00000017483,"""SBO:0000243""",bio/hg38_SLC38A5,bio/hg19_SLC38A5
ENSG00000017797,"""SBO:0000243""",bio/hg38_RALBP1,bio/hg19_RALBP1
ENSG00000018280,"""SBO:0000243""",bio/hg38_SLC11A1,bio/hg19_SLC11A1
ENSG00000018510,"""SBO:0000243""",bio/hg38_AGPS,bio/hg19_AGPS
ENSG00000018625,"""SBO:0000243""",bio/hg38_ATP1A2,bio/hg19_ATP1A2
ENSG00000019186,"""SBO:0000243""",bio/hg38_CYP24A1,bio/hg19_CYP24A1
ENSG00000021461,"""SBO:0000243""",bio/hg38_CYP3A43,bio/hg19_CYP3A43
ENSG00000021488,"""SBO:0000243""",bio/hg38_SLC7A9,bio/hg19_SLC7A9
ENSG00000021826,"""SBO:0000243""",bio/hg38_CPS1,bio/hg19_CPS1
ENSG00000023041,"""SBO:0000243""",bio/hg38_ZDHHC6,bio/hg19_ZDHHC6
ENSG00000023228,"""SBO:0000243""",bio/hg38_NDUFS1,bio/hg19_NDUFS1
ENSG00000023330,"""SBO:0000243""",bio/hg38_ALAS1,bio/hg19_ALAS1
ENSG00000023572,"""SBO:0000243""",bio/hg38_GLRX2,bio/hg19_GLRX2
ENSG00000023697,"""SBO:0000243""",bio/hg38_DERA,bio/hg19_DERA
ENSG00000023839,"""SBO:0000243""",bio/hg38_ABCC2,bio/hg19_ABCC2
ENSG00000023909,"""SBO:0000243""",bio/hg38_GCLM,bio/hg19_GCLM
ENSG00000024048,"""SBO:0000243""",bio/hg38_UBR2,bio/hg19_UBR2
ENSG00000025423,"""SBO:0000243""",bio/hg38_HSD17B6,bio/hg19_HSD17B6
ENSG00000025708,"""SBO:0000243""",bio/hg38_TYMP,bio/hg19_TYMP
ENSG00000025800,"""SBO:0000243""",bio/hg38_KPNA6,bio/hg19_KPNA6
ENSG00000026103,"""SBO:0000243""",bio/hg38_FAS,bio/hg19_FAS
ENSG00000026652,"""SBO:0000243""",bio/hg38_AGPAT4,bio/hg19_AGPAT4
ENSG00000027075,"""SBO:0000243""",bio/hg38_PRKCH,bio/hg19_PRKCH
ENSG00000027644,"""SBO:0000243""",bio/hg38_INSRR,bio/hg19_INSRR
ENSG00000027847,"""SBO:0000243""",bio/hg38_B4GALT7,bio/hg19_B4GALT7
ENSG00000028116,"""SBO:0000243""",bio/hg38_VRK2,bio/hg19_VRK2
ENSG00000029639,"""SBO:0000243""",bio/hg38_TFB1M,bio/hg19_TFB1M
ENSG00000030066,"""SBO:0000243""",bio/hg38_NUP160,bio/hg19_NUP160
ENSG00000030304,"""SBO:0000243""",bio/hg38_MUSK,bio/hg19_MUSK
ENSG00000031698,"""SBO:0000243""",bio/hg38_SARS1,bio/hg19_SARS1
ENSG00000032444,"""SBO:0000243""",bio/hg38_PNPLA6,bio/hg19_PNPLA6
ENSG00000033011,"""SBO:0000243""",bio/hg38_ALG1,bio/hg19_ALG1
ENSG00000033100,"""SBO:0000243""",bio/hg38_CHPF2,bio/hg19_CHPF2
ENSG00000033170,"""SBO:0000243""",bio/hg38_FUT8,bio/hg19_FUT8
ENSG00000033178,"""SBO:0000243""",bio/hg38_UBA6,bio/hg19_UBA6
ENSG00000033627,"""SBO:0000243""",bio/hg38_ATP6V0A1,bio/hg19_ATP6V0A1
ENSG00000033867,"""SBO:0000243""",bio/hg38_SLC4A7,bio/hg19_SLC4A7
ENSG00000034152,"""SBO:0000243""",bio/hg38_MAP2K3,bio/hg19_MAP2K3
ENSG00000034677,"""SBO:0000243""",bio/hg38_RNF19A,bio/hg19_RNF19A
ENSG00000035664,"""SBO:0000243""",bio/hg38_DAPK2,bio/hg19_DAPK2
ENSG00000035687,"""SBO:0000243""",bio/hg38_ADSS2,bio/hg19_ADSS2
ENSG00000036473,"""SBO:0000243""",bio/hg38_OTC,bio/hg19_OTC
ENSG00000036530,"""SBO:0000243""",bio/hg38_CYP46A1,bio/hg19_CYP46A1
ENSG00000036565,"""SBO:0000243""",bio/hg38_SLC18A1,bio/hg19_SLC18A1
ENSG00000036672,"""SBO:0000243""",bio/hg38_USP2,bio/hg19_USP2
ENSG00000037280,"""SBO:0000243""",bio/hg38_FLT4,bio/hg19_FLT4
ENSG00000037757,"""SBO:0000243""",bio/hg38_MRI1,bio/hg19_MRI1
ENSG00000037897,"""SBO:0000243""",bio/hg38_METTL1,bio/hg19_METTL1
ENSG00000038002,"""SBO:0000243""",bio/hg38_AGA,bio/hg19_AGA
ENSG00000038210,"""SBO:0000243""",bio/hg38_PI4K2B,bio/hg19_PI4K2B
ENSG00000038274,"""SBO:0000243""",bio/hg38_MAT2B,bio/hg19_MAT2B
ENSG00000038382,"""SBO:0000243""",bio/hg38_TRIO,bio/hg19_TRIO
ENSG00000039123,"""SBO:0000243""",bio/hg38_MTREX,bio/hg19_MTREX
ENSG00000039650,"""SBO:0000243""",bio/hg38_PNKP,bio/hg19_PNKP
ENSG00000040199,"""SBO:0000243""",bio/hg38_PHLPP2,bio/hg19_PHLPP2
ENSG00000040933,"""SBO:0000243""",bio/hg38_INPP4A,bio/hg19_INPP4A
ENSG00000041880,"""SBO:0000243""",bio/hg38_PARP3,bio/hg19_PARP3
ENSG00000043514,"""SBO:0000243""",bio/hg38_TRIT1,bio/hg19_TRIT1
ENSG00000044446,"""SBO:0000243""",bio/hg38_PHKA2,bio/hg19_PHKA2
ENSG00000044524,"""SBO:0000243""",bio/hg38_EPHA3,bio/hg19_EPHA3
ENSG00000047230,"""SBO:0000243""",bio/hg38_CTPS2,bio/hg19_CTPS2
ENSG00000047249,"""SBO:0000243""",bio/hg38_ATP6V1H,bio/hg19_ATP6V1H
ENSG00000047315,"""SBO:0000243""",bio/hg38_POLR2B,bio/hg19_POLR2B
ENSG00000047410,"""SBO:0000243""",bio/hg38_TPR,bio/hg19_TPR
ENSG00000047457,"""SBO:0000243""",bio/hg38_CP,bio/hg19_CP
ENSG00000047936,"""SBO:0000243""",bio/hg38_ROS1,bio/hg19_ROS1
ENSG00000048028,"""SBO:0000243""",bio/hg38_USP28,bio/hg19_USP28
ENSG00000048392,"""SBO:0000243""",bio/hg38_RRM2B,bio/hg19_RRM2B
ENSG00000049239,"""SBO:0000243""",bio/hg38_H6PD,bio/hg19_H6PD
ENSG00000049759,"""SBO:0000243""",bio/hg38_NEDD4L,bio/hg19_NEDD4L
ENSG00000049860,"""SBO:0000243""",bio/hg38_HEXB,bio/hg19_HEXB
ENSG00000050438,"""SBO:0000243""",bio/hg38_SLC4A8,bio/hg19_SLC4A8
ENSG00000050748,"""SBO:0000243""",bio/hg38_MAPK9,bio/hg19_MAPK9
ENSG00000051341,"""SBO:0000243""",bio/hg38_POLQ,bio/hg19_POLQ
ENSG00000051382,"""SBO:0000243""",bio/hg38_PIK3CB,bio/hg19_PIK3CB
ENSG00000052802,"""SBO:0000243""",bio/hg38_MSMO1,bio/hg19_MSMO1
ENSG00000053371,"""SBO:0000243""",bio/hg38_AKR7A2,bio/hg19_AKR7A2
ENSG00000054148,"""SBO:0000243""",bio/hg38_PHPT1,bio/hg19_PHPT1
ENSG00000054179,"""SBO:0000243""",bio/hg38_ENTPD2,bio/hg19_ENTPD2
ENSG00000054267,"""SBO:0000243""",bio/hg38_ARID4B,bio/hg19_ARID4B
ENSG00000054356,"""SBO:0000243""",bio/hg38_PTPRN,bio/hg19_PTPRN
ENSG00000054392,"""SBO:0000243""",bio/hg38_HHAT,bio/hg19_HHAT
ENSG00000054983,"""SBO:0000243""",bio/hg38_GALC,bio/hg19_GALC
ENSG00000055332,"""SBO:0000243""",bio/hg38_EIF2AK2,bio/hg19_EIF2AK2
ENSG00000055483,"""SBO:0000243""",bio/hg38_USP36,bio/hg19_USP36
ENSG00000055609,"""SBO:0000243""",bio/hg38_KMT2C,bio/hg19_KMT2C
ENSG00000056998,"""SBO:0000243""",bio/hg38_GYG2,bio/hg19_GYG2
ENSG00000057252,"""SBO:0000243""",bio/hg38_SOAT1,bio/hg19_SOAT1
ENSG00000058056,"""SBO:0000243""",bio/hg38_USP13,bio/hg19_USP13
ENSG00000058091,"""SBO:0000243""",bio/hg38_CDK14,bio/hg19_CDK14
ENSG00000058404,"""SBO:0000243""",bio/hg38_CAMK2B,bio/hg19_CAMK2B
ENSG00000058600,"""SBO:0000243""",bio/hg38_POLR3E,bio/hg19_POLR3E
ENSG00000058668,"""SBO:0000243""",bio/hg38_ATP2B4,bio/hg19_ATP2B4
ENSG00000058729,"""SBO:0000243""",bio/hg38_RIOK2,bio/hg19_RIOK2
ENSG00000058804,"""SBO:0000243""",bio/hg38_NDC1,bio/hg19_NDC1
ENSG00000058866,"""SBO:0000243""",bio/hg38_DGKG,bio/hg19_DGKG
ENSG00000059377,"""SBO:0000243""",bio/hg38_TBXAS1,bio/hg19_TBXAS1
ENSG00000059378,"""SBO:0000243""",bio/hg38_PARP12,bio/hg19_PARP12
ENSG00000059573,"""SBO:0000243""",bio/hg38_ALDH18A1,bio/hg19_ALDH18A1
ENSG00000059588,"""SBO:0000243""",bio/hg38_TARBP1,bio/hg19_TARBP1
ENSG00000059758,"""SBO:0000243""",bio/hg38_CDK17,bio/hg19_CDK17
ENSG00000059804,"""SBO:0000243""",bio/hg38_SLC2A3,bio/hg19_SLC2A3
ENSG00000060069,"""SBO:0000243""",bio/hg38_CTDP1,bio/hg19_CTDP1
ENSG00000060140,"""SBO:0000243""",bio/hg38_STYK1,bio/hg19_STYK1
ENSG00000060237,"""SBO:0000243""",bio/hg38_WNK1,bio/hg19_WNK1
ENSG00000060642,"""SBO:0000243""",bio/hg38_PIGV,bio/hg19_PIGV
ENSG00000060656,"""SBO:0000243""",bio/hg38_PTPRU,bio/hg19_PTPRU
ENSG00000060762,"""SBO:0000243""",bio/hg38_MPC1,bio/hg19_MPC1
ENSG00000060971,"""SBO:0000243""",bio/hg38_ACAA1,bio/hg19_ACAA1
ENSG00000060982,"""SBO:0000243""",bio/hg38_BCAT1,bio/hg19_BCAT1
ENSG00000061918,"""SBO:0000243""",bio/hg38_GUCY1B1,bio/hg19_GUCY1B1
ENSG00000061938,"""SBO:0000243""",bio/hg38_TNK2,bio/hg19_TNK2
ENSG00000062282,"""SBO:0000243""",bio/hg38_DGAT2,bio/hg19_DGAT2
ENSG00000062485,"""SBO:0000243""",bio/hg38_CS,bio/hg19_CS
ENSG00000062524,"""SBO:0000243""",bio/hg38_LTK,bio/hg19_LTK
ENSG00000062822,"""SBO:0000243""",bio/hg38_POLD1,bio/hg19_POLD1
ENSG00000063176,"""SBO:0000243""",bio/hg38_SPHK2,bio/hg19_SPHK2
ENSG00000063601,"""SBO:0000243""",bio/hg38_MTMR1,bio/hg19_MTMR1
ENSG00000063854,"""SBO:0000243""",bio/hg38_HAGH,bio/hg19_HAGH
ENSG00000064225,"""SBO:0000243""",bio/hg38_ST3GAL6,bio/hg19_ST3GAL6
ENSG00000064270,"""SBO:0000243""",bio/hg38_ATP2C2,bio/hg19_ATP2C2
ENSG00000064393,"""SBO:0000243""",bio/hg38_HIPK2,bio/hg19_HIPK2
ENSG00000064601,"""SBO:0000243""",bio/hg38_CTSA,bio/hg19_CTSA
ENSG00000064651,"""SBO:0000243""",bio/hg38_SLC12A2,bio/hg19_SLC12A2
ENSG00000064655,"""SBO:0000243""",bio/hg38_EYA2,bio/hg19_EYA2
ENSG00000064763,"""SBO:0000243""",bio/hg38_FAR2,bio/hg19_FAR2
ENSG00000065154,"""SBO:0000243""",bio/hg38_OAT,bio/hg19_OAT
ENSG00000065243,"""SBO:0000243""",bio/hg38_PKN2,bio/hg19_PKN2
ENSG00000065357,"""SBO:0000243""",bio/hg38_DGKA,bio/hg19_DGKA
ENSG00000065361,"""SBO:0000243""",bio/hg38_ERBB3,bio/hg19_ERBB3
ENSG00000065427,"""SBO:0000243""",bio/hg38_KARS1,bio/hg19_KARS1
ENSG00000065485,"""SBO:0000243""",bio/hg38_PDIA5,bio/hg19_PDIA5
ENSG00000065518,"""SBO:0000243""",bio/hg38_NDUFB4,bio/hg19_NDUFB4
ENSG00000065534,"""SBO:0000243""",bio/hg38_MYLK,bio/hg19_MYLK
ENSG00000065559,"""SBO:0000243""",bio/hg38_MAP2K4,bio/hg19_MAP2K4
ENSG00000065613,"""SBO:0000243""",bio/hg38_SLK,bio/hg19_SLK
ENSG00000065615,"""SBO:0000243""",bio/hg38_CYB5R4,bio/hg19_CYB5R4
ENSG00000065621,"""SBO:0000243""",bio/hg38_GSTO2,bio/hg19_GSTO2
ENSG00000065675,"""SBO:0000243""",bio/hg38_PRKCQ,bio/hg19_PRKCQ
ENSG00000065833,"""SBO:0000243""",bio/hg38_ME1,bio/hg19_ME1
ENSG00000065883,"""SBO:0000243""",bio/hg38_CDK13,bio/hg19_CDK13
ENSG00000065911,"""SBO:0000243""",bio/hg38_MTHFD2,bio/hg19_MTHFD2
ENSG00000065923,"""SBO:0000243""",bio/hg38_SLC9A7,bio/hg19_SLC9A7
ENSG00000065989,"""SBO:0000243""",bio/hg38_PDE4A,bio/hg19_PDE4A
ENSG00000066056,"""SBO:0000243""",bio/hg38_TIE1,bio/hg19_TIE1
ENSG00000066230,"""SBO:0000243""",bio/hg38_SLC9A3,bio/hg19_SLC9A3
ENSG00000066322,"""SBO:0000243""",bio/hg38_ELOVL1,bio/hg19_ELOVL1
ENSG00000066379,"""SBO:0000243""",bio/hg38_ZNRD1,bio/hg19_ZNRD1
ENSG00000066468,"""SBO:0000243""",bio/hg38_FGFR2,bio/hg19_FGFR2
ENSG00000066651,"""SBO:0000243""",bio/hg38_TRMT11,bio/hg19_TRMT11
ENSG00000066813,"""SBO:0000243""",bio/hg38_ACSM2B,bio/hg19_ACSM2B
ENSG00000066926,"""SBO:0000243""",bio/hg38_FECH,bio/hg19_FECH
ENSG00000067057,"""SBO:0000243""",bio/hg38_PFKP,bio/hg19_PFKP
ENSG00000067064,"""SBO:0000243""",bio/hg38_IDI1,bio/hg19_IDI1
ENSG00000067113,"""SBO:0000243""",bio/hg38_PLPP1,bio/hg19_PLPP1
ENSG00000067177,"""SBO:0000243""",bio/hg38_PHKA1,bio/hg19_PHKA1
ENSG00000067225,"""SBO:0000243""",bio/hg38_PKM,bio/hg19_PKM
ENSG00000067365,"""SBO:0000243""",bio/hg38_METTL22,bio/hg19_METTL22
ENSG00000067606,"""SBO:0000243""",bio/hg38_PRKCZ,bio/hg19_PRKCZ
ENSG00000067829,"""SBO:0000243""",bio/hg38_IDH3G,bio/hg19_IDH3G
ENSG00000067840,"""SBO:0000243""",bio/hg38_PDZD4,bio/hg19_PDZD4
ENSG00000067842,"""SBO:0000243""",bio/hg38_ATP2B3,bio/hg19_ATP2B3
ENSG00000067900,"""SBO:0000243""",bio/hg38_ROCK1,bio/hg19_ROCK1
ENSG00000067992,"""SBO:0000243""",bio/hg38_PDK3,bio/hg19_PDK3
ENSG00000068001,"""SBO:0000243""",bio/hg38_HYAL2,bio/hg19_HYAL2
ENSG00000068078,"""SBO:0000243""",bio/hg38_FGFR3,bio/hg19_FGFR3
ENSG00000068120,"""SBO:0000243""",bio/hg38_COASY,bio/hg19_COASY
ENSG00000068308,"""SBO:0000243""",bio/hg38_OTUD5,bio/hg19_OTUD5
ENSG00000068366,"""SBO:0000243""",bio/hg38_ACSL4,bio/hg19_ACSL4
ENSG00000068383,"""SBO:0000243""",bio/hg38_INPP5A,bio/hg19_INPP5A
ENSG00000068438,"""SBO:0000243""",bio/hg38_FTSJ1,bio/hg19_FTSJ1
ENSG00000068650,"""SBO:0000243""",bio/hg38_ATP11A,bio/hg19_ATP11A
ENSG00000068654,"""SBO:0000243""",bio/hg38_POLR1A,bio/hg19_POLR1A
ENSG00000068745,"""SBO:0000243""",bio/hg38_IP6K2,bio/hg19_IP6K2
ENSG00000068903,"""SBO:0000243""",bio/hg38_SIRT2,bio/hg19_SIRT2
ENSG00000068976,"""SBO:0000243""",bio/hg38_PYGM,bio/hg19_PYGM
ENSG00000069020,"""SBO:0000243""",bio/hg38_MAST4,bio/hg19_MAST4
ENSG00000069248,"""SBO:0000243""",bio/hg38_NUP133,bio/hg19_NUP133
ENSG00000069431,"""SBO:0000243""",bio/hg38_ABCC9,bio/hg19_ABCC9
ENSG00000069535,"""SBO:0000243""",bio/hg38_MAOB,bio/hg19_MAOB
ENSG00000069667,"""SBO:0000243""",bio/hg38_RORA,bio/hg19_RORA
ENSG00000069764,"""SBO:0000243""",bio/hg38_PLA2G10,bio/hg19_PLA2G10
ENSG00000069849,"""SBO:0000243""",bio/hg38_ATP1B3,bio/hg19_ATP1B3
ENSG00000069869,"""SBO:0000243""",bio/hg38_NEDD4,bio/hg19_NEDD4
ENSG00000069943,"""SBO:0000243""",bio/hg38_PIGB,bio/hg19_PIGB
ENSG00000069956,"""SBO:0000243""",bio/hg38_MAPK6,bio/hg19_MAPK6
ENSG00000070019,"""SBO:0000243""",bio/hg38_GUCY2C,bio/hg19_GUCY2C
ENSG00000070159,"""SBO:0000243""",bio/hg38_PTPN3,bio/hg19_PTPN3
ENSG00000070214,"""SBO:0000243""",bio/hg38_SLC44A1,bio/hg19_SLC44A1
ENSG00000070423,"""SBO:0000243""",bio/hg38_RNF126,bio/hg19_RNF126
ENSG00000070501,"""SBO:0000243""",bio/hg38_POLB,bio/hg19_POLB
ENSG00000070526,"""SBO:0000243""",bio/hg38_ST6GALNAC1,bio/hg19_ST6GALNAC1
ENSG00000070610,"""SBO:0000243""",bio/hg38_GBA2,bio/hg19_GBA2
ENSG00000070614,"""SBO:0000243""",bio/hg38_NDST1,bio/hg19_NDST1
ENSG00000070669,"""SBO:0000243""",bio/hg38_ASNS,bio/hg19_ASNS
ENSG00000070731,"""SBO:0000243""",bio/hg38_ST6GALNAC2,bio/hg19_ST6GALNAC2
ENSG00000070748,"""SBO:0000243""",bio/hg38_CHAT,bio/hg19_CHAT
ENSG00000070759,"""SBO:0000243""",bio/hg38_TESK2,bio/hg19_TESK2
ENSG00000070770,"""SBO:0000243""",bio/hg38_CSNK2A2,bio/hg19_CSNK2A2
ENSG00000070778,"""SBO:0000243""",bio/hg38_PTPN21,bio/hg19_PTPN21
ENSG00000070808,"""SBO:0000243""",bio/hg38_CAMK2A,bio/hg19_CAMK2A
ENSG00000070886,"""SBO:0000243""",bio/hg38_EPHA8,bio/hg19_EPHA8
